duration,c_0001,c_0002,v_149,ob_reason,ob_age,ob_realEstate,ob_debt,ob_invest,ob_saving,ob_feelingRisk,ob_investPriority,ob_scenario,check_portfolioId,sim_ethnicity,sim_general,sim_gender,sim_age,sim_language,trust_general,trust_contact,trust_relationship,trust_care,trust_understand,trust_warmth,competence_general,competence_capable,competence_skillful,competence_intelligent,bene_values,bene_honest,bene_respect,li_implement,li_improvements,li_better,lic_amount,sat_happy,sat_right,sat_satisfied,benef_hurt,benef_needs,benef_help,benef_important,benef_welfare,recomm_propensity,loy_choose,loy_best,loy_loyal,lif_portion,learn_learn,learn_improve,learn_skills,att_bestInterest,att_trustworthy,att_ownInterest,att_commissions,fwb_situation,fwb_left,fwb_behind,person_reserved,person_lazy,person_stress,person_artistic,person_sociable,person_fault,person_through,person_nervous,person_imagination,patience154,patience185,patience202,patience210,patience215,patience206,patience193,patience197,patience189,patience169,patience177,patience181,patience173,patience161,patience165,patience158,patience125,patience139,patience146,patience150,patience143,patience132,patience136,patience129,patience112,patience119,patience122,patience116,patience106,patience109,patience103,patience_general,literacy1,literacy2,literacy3,literacy4,literacy5,literacy6,literacy7,check_portfolioType,check_advisorType,dem_gender,dem_ethnicity,dem_usResidence,dem_financialAdvisorUsage,dem_education,income,cond_race,cond_matching,cond,person_trusting
969,0.375,2,622a0d9a4f5132ad78e5f1b6,3,75,600000,150000,250000,300,3,1,2,2,7,5,1,2,7,7,7,6,6,7,6,7,7,6,7,6,6,7,5,7,7,90,7,7,7,6,6,6,7,6,91,7,6,6,100,7,7,7,5,5,5,6,6,1,7,5,1,6,1,5,1,7,1,6,1,1,2,-77,-77,-77,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,2,1,3,2,1,1,2,1,2,2,1,1,5,48000,black,matching,"black, matching",6
875,0.75,1,5fa0a2400f2ecd114f39f738,3,33,250000,26000,1000,650,3,4,2,2,5,4,4,5,6,5,4,6,5,6,5,5,6,7,7,6,5,6,5,5,4,25,5,6,6,5,6,5,5,6,86,5,6,5,31,6,6,5,6,7,6,6,4,3,4,5,5,4,4,3,4,5,4,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,-77,-77,-77,-77,1,1,2,-77,-77,-77,-77,5,3,1,3,3,3,3,2,3,2,1,2,1,1,5,40000,black,matching,"black, matching",4
779,0.375,2,5b72d3f8afce7600019fe275,3,31,150000,185000,1000,2000,3,2,1,2,7,4,7,5,4,6,7,4,5,6,6,7,7,7,7,7,4,7,7,7,7,100,7,7,7,6,6,6,6,6,100,6,6,4,50,7,7,7,4,4,7,4,1,1,1,7,1,6,3,3,1,7,1,7,1,1,2,-77,-77,-77,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,3,1,3,3,2,2,1,2,1,1,2,1,2,5,70000,black,matching,"black, matching",4
1398,0.375,1,62cf3efe6b75b1e4ee3c372f,2,31,0,0,40000,2000,3,1,2,RISK NEUTRAL,7,5,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,55,7,7,7,7,7,7,7,6,80,6,6,6,50,6,6,6,6,6,4,6,1,7,1,6,6,6,3,4,2,6,2,6,1,2,-77,-77,-77,-77,-77,-77,-77,1,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,3,1,3,2,2,1,1,2,1,1,2,1,2,6,80000,black,matching,"black, matching",6
1032,0.25,1,5e1ded90e47974143a8d81da,2,68,60000,2000,1000,100,2,1,2,2,7,7,1,1,7,5,5,5,6,7,7,7,7,7,7,7,7,7,5,7,7,25,7,7,7,6,6,7,7,7,100,6,6,6,25,7,7,7,7,7,1,1,4,3,5,5,1,6,1,7,1,6,1,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,2,1,2,2,3,1,2,1,1,2,2,1,2,5,49000,black,matching,"black, matching",7
844,0.625,2,631d06ac668c8309586433a0,3,33,300000,20000,6000,2000,2,4,2,2,7,6,7,6,7,7,6,4,5,6,5,7,7,7,7,7,7,7,7,6,6,37,7,6,7,4,6,4,6,7,84,7,5,5,35,6,7,7,6,6,4,3,4,3,5,3,1,4,3,5,3,7,3,5,1,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,3,3,2,1,3,2,1,1,2,1,2,4,34000,black,matching,"black, matching",6
1279,0.5,1,62b9c2f1e55fe9f17dfedc5d,3,43,0,600,1000,500,2,3,2,62b9c2f1e55fe9f17dfedc5d,7,4,1,3,7,6,6,4,6,6,6,7,7,6,6,6,6,6,5,6,6,50,6,6,6,6,6,6,6,6,67,6,5,5,50,6,5,6,6,6,2,2,2,6,2,5,1,6,5,1,1,6,1,4,1,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,3,2,3,1,3,2,1,2,2,1,2,5,11664,black,matching,"black, matching",6
1025,0.375,1,63181564d0bdca1c2de14ec3,3,27,0,20000,5000,1000,2,3,1,2,7,6,7,2,7,7,7,5,6,7,7,7,7,7,7,7,7,7,7,7,7,79,7,7,7,7,6,6,7,6,75,7,6,7,73,5,5,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,3,3,1,2,2,2,1,1,2,1,2,5,55000,black,matching,"black, matching",6
1523,0.75,2,62f9fdb2d7c8c306879c5b81,2,42,10000,2000,20000,5000,2,4,3,62f9fdb2d7c8c306879c5b81,7,5,7,3,7,7,6,4,6,7,4,7,7,7,7,7,7,7,7,7,7,100,7,7,7,5,7,6,6,5,93,7,7,5,50,7,7,7,7,7,6,7,2,3,5,6,1,3,6,5,1,7,5,7,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,1,1,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,1,2,1,1,1,3,2,1,2,1,1,6,60000,black,matching,"black, matching",3
1104,0.5,2,5d16badb7b0154001a282fdb,3,67,700000,0,5000,500,3,2,2,balanced growth,7,5,1,1,7,5,5,4,5,5,7,5,5,5,7,5,5,6,5,6,6,45,5,5,6,6,6,5,6,6,70,5,4,1,30,7,7,6,5,5,4,7,2,6,2,1,1,7,1,7,1,7,1,7,1,1,2,-77,-77,-77,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,2,1,3,3,2,2,1,2,1,2,2,1,1,3,40000,black,matching,"black, matching",6
480,0.75,2,5974561734b844000168d1e0,3,47,350000,25000,10000,3000,3,4,2,2,7,5,1,5,7,6,6,5,6,6,6,6,6,7,7,7,7,7,6,6,5,60,6,7,6,6,6,7,6,6,90,6,5,6,100,7,7,7,5,4,5,5,1,7,1,3,1,6,2,4,1,7,1,5,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,3,1,3,3,2,1,1,3,1,2,2,1,2,6,152000,black,matching,"black, matching",4
1087,0.5,2,59a2f6d14d25e800012fcbde,2,27,0,1600,5000,1000,4,1,2,2,5,3,6,4,2,4,3,2,5,3,3,6,6,5,5,4,3,5,6,6,5,25,5,6,5,6,5,5,5,5,35,6,6,4,25,5,5,5,5,5,4,5,3,4,5,7,2,7,2,2,4,5,2,5,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,3,3,3,3,1,2,1,1,2,1,2,5,56000,black,matching,"black, matching",6
735,0.625,1,610ef9a5cdec3fa83ceaf938,1,30,0,0,1000,250,3,3,2,Risk Neutral with Balanced Growth profile. It didn't give me a number,7,6,7,5,7,6,6,6,6,6,6,7,7,7,7,6,7,7,6,6,6,75,6,6,6,6,6,6,6,6,100,7,7,7,100,7,7,7,6,6,6,6,3,4,4,3,3,7,1,5,4,6,2,7,1,1,2,-77,-77,-77,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,3,1,3,3,2,1,1,2,1,1,2,1,2,3,85000,black,matching,"black, matching",1
1118,0.375,2,59c843b646f72100019067ce,4,51,0,0,1000,100,2,2,2,2,7,3,1,4,5,4,6,4,5,6,4,7,7,6,6,4,4,4,5,5,5,38,6,6,6,6,5,5,5,5,71,6,6,5,35,6,6,5,5,5,6,5,7,1,7,6,2,2,2,2,3,6,6,6,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,2,-77,2,7,3,1,3,3,2,1,3,2,1,2,2,1,2,3,10000,black,matching,"black, matching",3
409,0.375,1,631366af0bd27ea8d5ffa7e7,2,26,0,7000,10000,1500,1,3,2,2,6,6,4,5,6,6,6,5,6,6,6,6,7,6,6,6,6,6,6,6,6,47,5,6,6,6,6,5,7,4,66,6,5,5,52,6,5,6,6,4,6,7,5,5,6,6,5,7,6,5,4,6,4,7,1,1,1,1,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,3,3,1,3,3,2,2,2,2,1,1,2,1,2,5,62000,black,matching,"black, matching",5
1989,0.625,1,62adcf439ff48317ff72e773,3,33,279000,5000,300000,3500,2,3,3,2,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,95,7,7,7,1,7,7,7,7,100,7,7,7,100,7,7,7,6,7,2,2,1,7,5,7,1,7,1,7,1,7,1,7,1,1,2,-77,-77,-77,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,3,3,2,1,1,3,1,1,2,1,1,5,65000,black,matching,"black, matching",7
742,0.375,2,5f500418133110165a1539a9,3,26,0,0,3000,500,2,2,2,2,7,3,1,4,6,5,5,1,6,6,3,6,6,6,6,7,7,7,5,5,6,85,4,6,3,7,6,5,6,5,80,5,4,1,0,6,7,5,5,5,4,6,4,4,1,6,7,4,3,2,2,5,4,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,3,3,2,3,1,2,1,2,2,1,2,5,0,black,matching,"black, matching",2
470,0.5,2,6102efc4b15dcadb22d8d1d4,2,23,800,3000,5000,0,3,1,3,2,6,4,1,3,4,5,4,5,5,5,5,3,5,6,5,5,6,5,5,6,6,50,5,5,4,6,4,4,6,6,30,5,6,5,20,6,4,3,5,5,5,6,4,6,5,4,7,4,5,5,6,4,4,4,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,2,2,1,2,2,2,2,2,1,2,2,1,2,3,5000,black,matching,"black, matching",6
1331,0.75,2,617078fb6641a57cb762a401,3,41,0,20000,400,10,2,4,3,0,7,4,3,2,5,5,5,6,5,4,6,6,7,7,6,5,4,6,5,6,5,85,5,5,3,6,5,5,6,5,52,4,5,5,25,7,7,4,7,4,3,3,5,4,6,5,6,5,1,3,2,6,5,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,2,2,1,3,3,3,1,3,2,2,2,1,2,2,0,black,matching,"black, matching",7
868,0.375,1,5ba064c10d4416000157a224,3,31,0,0,1000,100,2,2,2,2,5,3,7,3,7,4,5,2,4,3,3,2,4,4,5,4,4,5,4,4,5,95,3,3,4,5,3,3,4,3,30,3,3,1,40,6,7,5,6,5,5,6,5,3,6,7,4,3,1,1,5,7,4,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,3,1,3,3,2,1,3,2,1,1,2,1,2,5,3600,black,matching,"black, matching",4
815,0.625,2,579f1d3bc9abeb0001af52d8,3,40,0,0,5000,2000,3,3,2,2,7,4,7,5,7,5,5,4,6,6,7,7,7,7,7,5,4,6,7,6,6,75,7,7,7,4,6,5,6,6,75,6,5,4,20,7,7,7,3,3,7,7,3,7,3,6,1,7,4,3,3,7,4,4,1,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,3,1,3,3,2,2,1,2,2,1,2,1,1,5,60000,black,matching,"black, matching",1
1175,0.5,1,62b21265a3b5b67b0f8ae791,1,33,0,10000,1000,10000,2,3,2,2,7,5,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,10,7,7,7,7,7,7,7,6,90,5,5,5,10,7,7,7,6,5,5,6,2,5,4,7,1,6,1,6,1,5,3,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,1,3,2,2,1,2,1,1,2,1,1,5,100000,black,matching,"black, matching",7
2387,0.375,1,5c6fb7c3c114eb00018b3154,2,29,0,4400,1000,500,2,2,2,2,6,3,7,4,1,4,4,2,4,2,5,6,6,5,5,6,6,4,4,5,5,50,5,4,5,6,4,5,3,3,32,4,4,5,50,2,5,4,6,5,4,5,6,3,5,7,4,7,4,1,4,6,2,7,1,2,-77,-77,-77,-77,-77,-77,-77,1,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,3,3,1,2,1,2,1,1,2,1,2,3,0,black,matching,"black, matching",4
537,0.75,1,62c79dafb9222348d5e5a90c,2,31,1500000,1000000,25000,500,3,3,3,2,7,5,7,7,5,4,4,3,3,4,4,5,5,5,5,4,4,6,2,3,3,40,4,4,4,4,4,4,3,3,50,4,3,3,0,5,7,5,5,5,6,7,2,4,2,4,2,6,2,6,1,6,2,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,2,1,3,3,1,3,1,1,2,1,2,6,115000,black,matching,"black, matching",4
801,0.375,1,603d6ae665fbaacb5621ede2,3,25,50000,0,25000,10000,2,3,1,2,5,7,5,5,5,6,5,6,5,7,6,6,5,7,7,6,4,7,6,7,6,20,7,7,6,5,7,6,6,5,40,7,5,5,50,6,7,7,6,7,7,6,5,6,6,6,7,7,7,6,5,4,6,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,2,3,3,2,1,1,1,1,1,2,1,2,6,100000,black,matching,"black, matching",5
2808,0.125,1,610455c1ee6fdb0b18a4bcf2,1,20,0,0,100,25,2,1,1,2,7,4,1,3,4,6,3,1,5,5,4,6,6,6,6,4,5,6,6,6,4,30,4,6,6,5,5,3,5,3,50,4,4,4,10,5,6,6,5,4,4,4,4,2,3,7,3,3,3,2,3,6,6,4,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,2,2,3,3,3,1,3,1,1,2,2,1,2,3,1000,black,matching,"black, matching",5
643,0.75,2,5eace152e25d6800091dd418,1,43,0,30000,1000,20,3,4,2,2,7,5,1,4,5,5,4,4,4,4,4,4,5,5,5,4,5,5,4,5,5,57,2,6,5,3,4,4,5,4,62,4,4,4,9,5,6,6,5,5,6,6,7,2,7,5,4,3,2,4,6,5,6,5,1,2,-77,-77,-77,-77,-77,-77,-77,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,3,3,1,3,3,2,2,1,3,1,2,2,1,2,5,30000,black,matching,"black, matching",4
866,0.625,1,62e6c5d05d354e1f99d612e4,2,31,800,0,1000,400,4,2,2,2,7,7,7,7,7,7,7,4,7,7,7,6,6,6,6,7,7,7,7,7,7,10,7,7,7,7,7,7,7,7,50,7,7,7,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,-77,-77,-77,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,3,2,1,1,1,1,3,1,2,1,1,2,1,2,3,22000,black,matching,"black, matching",7
2071,0.5,2,5c95970cd676900016e1a940 ,1,44,0,25000,1000,200,2,3,2,2,7,4,1,5,5,6,6,5,6,6,6,7,7,7,7,7,7,7,7,7,7,20,7,7,7,6,6,5,6,6,100,7,7,5,15,7,7,7,5,5,5,4,7,4,3,1,1,4,4,6,1,7,3,5,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,3,3,2,1,3,2,1,2,2,1,2,6,85000,black,matching,"black, matching",1
761,0.375,1,5fb3d71c3144730009fe4a7b,1,52,0,530,2500,500,2,2,2,2,6,6,1,5,7,6,6,5,6,6,6,7,7,6,7,6,6,6,6,6,6,25,6,6,7,6,6,6,6,6,70,6,6,5,60,5,6,6,5,5,4,4,2,6,1,2,2,6,3,6,2,6,2,6,1,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,3,3,2,2,1,2,1,2,2,1,2,5,51000,black,matching,"black, matching",6
1218,0.125,2,6316ae12fc4fe7b5e89d2123,2,25,340000,210000,160000,6000,2,1,1,2,7,6,7,5,7,6,6,6,6,7,7,7,7,7,7,7,7,7,6,6,6,62,7,7,7,6,6,7,7,7,54,5,6,6,60,6,6,6,6,6,7,7,2,2,1,4,1,7,4,6,1,7,1,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,3,3,2,2,1,1,2,1,2,1,1,6,69000,black,matching,"black, matching",6
1020,0.125,1,57c2f3ed0c656b00019c5988,2,34,0,70000,5000,250,1,1,2,2,7,5,1,4,6,5,5,6,5,6,4,7,7,7,7,6,7,7,4,6,6,75,6,5,6,5,6,6,6,6,81,5,6,5,35,4,5,5,5,6,3,5,4,3,5,7,1,5,1,1,1,7,4,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,3,3,1,3,3,3,3,1,1,1,2,2,1,2,5,34000,black,matching,"black, matching",5
802,0.875,2,5e0696dea7fba607951ae479,1,37,0,1570,3000,1000,3,4,3,2,6,3,7,5,7,6,6,6,6,6,6,7,7,7,7,7,6,7,6,7,6,90,6,6,7,5,5,5,5,5,93,7,7,7,75,7,7,7,4,4,4,6,4,4,4,7,1,5,5,1,6,7,6,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,3,2,2,3,2,1,1,3,1,1,2,1,2,5,22000,black,matching,"black, matching",6
1187,0.125,2,5dceca2541afe801a32e27ac,1,78,0,4600,500,100,2,1,1,2,7,2,1,1,6,4,5,3,4,5,3,5,6,6,7,6,6,7,4,6,6,75,6,6,6,7,6,4,5,4,60,5,6,4,50,5,6,6,6,5,5,6,4,6,1,7,1,6,1,4,1,7,5,6,1,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,3,3,2,3,1,1,2,2,2,1,2,6,11000,black,matching,"black, matching",6
993,0.125,1,615252fe3ac6a44f68bdc779,1,26,0,2000,10,5,1,1,2,615252fe3ac6a44f68bdc779,6,4,1,5,7,4,3,2,2,3,4,6,5,6,5,2,4,4,3,4,4,30,4,4,4,6,5,5,4,2,25,4,4,2,15,4,4,4,5,4,6,5,3,3,5,4,3,5,3,4,4,4,4,4,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,3,3,2,3,1,1,1,2,2,1,2,5,12000,black,matching,"black, matching",4
692,0.875,1,5a5da588f6c51700019527c4,1,33,450000,0,10000,3000,3,4,3,2,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,70,7,7,7,7,7,7,7,7,100,7,7,7,100,7,7,7,7,7,1,1,1,4,1,1,1,7,1,7,1,7,1,7,1,1,2,-77,-77,-77,2,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,3,2,3,3,2,1,1,3,1,1,2,1,2,5,94000,black,matching,"black, matching",1
1978,0.875,1,6272919c35ab7659d0754c07,3,47,0,10000,50000,400,4,4,2,2,6,5,7,3,7,7,5,6,5,6,7,6,7,7,7,7,7,7,7,7,7,60,7,7,7,7,7,7,7,7,100,7,7,7,50,7,7,7,6,7,7,7,1,7,1,7,1,7,7,7,4,7,1,7,1,1,1,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,2,2,3,1,2,1,1,3,1,1,2,1,1,6,96000,black,matching,"black, matching",7
703,0,2,5ffa65ae7211c742f5e88aaf,2,35,0,23000,0,100,1,1,1,2,7,5,1,5,5,6,5,5,6,5,5,7,7,6,7,5,6,6,6,6,6,69,6,5,6,6,5,5,6,5,50,6,6,5,11,6,6,6,4,3,6,5,5,1,5,6,3,1,3,3,5,2,7,5,1,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,1,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,3,3,2,1,3,1,2,2,2,1,2,6,26000,black,matching,"black, matching",4
551,0.375,1,62ec6694c12a233950f64486,1,22,0,0,10000,2000,2,2,2,Balanced Growth,7,6,7,5,6,7,7,6,6,5,6,7,7,7,7,6,7,7,7,7,7,100,7,6,7,6,6,6,7,7,100,7,7,7,100,7,6,6,7,6,4,5,3,6,3,6,1,6,6,3,2,7,2,6,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,-77,-77,-77,-77,2,-77,-77,-77,2,-77,2,6,3,1,3,3,2,2,1,2,1,1,2,1,2,5,65000,black,matching,"black, matching",5
1057,0.375,2,5a5479b4ac56240001537ffa,1,33,220000,102000,30000,200,1,3,2,2,7,5,1,7,7,7,6,6,6,7,5,7,7,7,7,6,7,6,7,7,6,80,5,6,6,6,6,5,6,5,75,6,6,6,70,6,6,6,6,6,3,5,2,6,2,3,2,6,2,6,2,6,7,6,1,2,-77,-77,-77,-77,-77,-77,-77,1,1,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,3,1,3,2,2,2,1,2,2,2,2,1,2,6,80000,black,matching,"black, matching",6
1195,0.25,1,629fec7ad26e41512fe15400,1,31,0,0,300000,2000,2,1,2,2,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,75,6,6,6,6,6,6,6,6,100,6,6,6,50,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,2,6,6,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,2,3,2,2,2,3,1,1,2,1,1,6,120000,black,matching,"black, matching",6
1386,0.875,1,62c41fe598ab94de4d4f021e,1,27,80000,5500,5000,1500,3,4,3,2,6,5,7,4,5,5,5,5,6,6,6,5,5,5,5,6,6,6,5,5,5,55,6,6,6,5,5,5,5,5,70,5,5,5,40,6,6,6,5,4,4,4,2,5,2,3,1,6,3,6,1,5,1,6,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,3,3,1,1,1,3,3,2,3,1,1,2,1,2,5,35000,black,matching,"black, matching",5
1785,0.25,2,5c39849b19ceb400010c62a1,1,24,0,7000,2000,300,2,1,2,2,7,4,1,5,6,7,5,3,6,5,4,7,7,7,7,6,6,7,5,5,4,30,5,6,6,6,5,4,5,3,67,4,5,5,20,7,7,7,4,3,5,7,1,3,4,5,3,4,1,4,2,6,4,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,3,1,3,3,3,2,1,1,1,2,2,1,2,5,55000,black,matching,"black, matching",7
853,0.75,1,62f20c2e4032c85e3fe9c2cc,1,18,0,0,500,250,3,4,2,2,7,4,7,2,5,4,4,2,2,2,3,4,4,4,4,3,3,6,4,4,4,85,4,4,4,6,4,3,3,2,35,4,4,2,10,4,6,4,6,6,4,4,2,5,2,4,3,6,2,5,6,7,3,7,1,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,2,3,3,3,3,3,2,1,2,1,2,2,0,black,matching,"black, matching",7
964,0.125,2,5fa4c21a04bc5912180291bc,3,40,0,11894,500,50,2,1,1,2,7,6,7,6,7,6,6,6,6,6,5,7,7,7,7,6,6,6,6,6,6,27,6,6,7,6,4,4,4,4,96,7,5,4,73,6,6,6,4,4,7,7,7,1,7,6,4,4,1,4,6,4,4,4,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,1,2,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,3,1,3,3,2,2,2,1,1,1,2,1,1,3,27558,black,matching,"black, matching",3
